yacimiento;refMLH;refHesperia;texto;municipio;provincia;material;soporte;direccion_escritura;tecnica;signario;sistema_dual;separadores;datacion
Ensérune;B.01.188;HER.02.188;]an[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.189;HER.02.189;]e+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.190;HER.02.190;]eḳa[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.191;HER.02.191;]i+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.192;HER.02.192;]itú[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.193;HER.02.193;]ike[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.194;HER.02.194;]iko[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.195;HER.02.195;]ḳíṛ́[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.196;HER.02.196;]ka+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.197;HER.02.197;]kak̲a̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.198;HER.02.198;a) ]ḇa̱ḵa̱ b) I+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.199;HER.02.199;]gat̲i̱[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.200;HER.02.200;]n̲ké;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: s. II a.C.
Ensérune;B.01.202;HER.02.202;]t̲a̲l+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.203;HER.02.203;]la̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.204;HER.02.204;]lka[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.205;HER.02.205;]+lo[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.206;HER.02.206;]nḿ[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.207;HER.02.207;]nḿ[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.208;HER.02.208;]ḳiṃ́ḅa[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.209;HER.02.209;]ḳébe[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.210;HER.02.210;]ben[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.211;HER.02.211;]beti[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.212;HER.02.212;]biu[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.213;HER.02.213;]ŕi+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.214;HER.02.214;]si[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.215;HER.02.215;aske[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;VERTICAL;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.216;HER.02.216;]k̲i̱ŕ̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.217;HER.02.217;]+ś;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.218;HER.02.218;]śo[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.219;HER.02.219;t̲e̲+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.220;HER.02.220;]ṭiṇ[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.221;HER.02.221;]+ṭi[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;VERTICAL;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.222;HER.02.222;]tigi[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.223;HER.02.223;]toụ[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.224;HER.02.224;]u̲tu[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.225;HER.02.225;]uḿ̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Fin. s. III a fin. s. II a.C.
Ensérune;B.01.226;HER.02.226;ua[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.227;HER.02.227;]ui+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.228;HER.02.228;]uḳi[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.229;HER.02.229;a) u̲ b) ]ḿ̲k̲e̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.230;HER.02.230;te+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;VERTICAL;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.231;HER.02.231;]gatun;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.232;HER.02.232;banba;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III a.C. a finales s. II a.C.
Ensérune;B.01.233;HER.02.233;beteledo;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Mediados del s. II a.C. a mediados del I a.C.
Ensérune;B.01.234;HER.02.234;un;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del siglo II a.C. a mediados del I a.C.
Ensérune;B.01.235;HER.02.235;aṛ́u̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;;Mediados del s. II a.C. a mediados del I a.C.
Ensérune;B.01.236;HER.02.236;]ḿi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;VERTICAL;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del s. II a.C. a mediados del I a.C.
Ensérune;B.01.237;HER.02.237;]+ni̲;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del s. II a.C. a mediados del I a.C.
Ensérune;B.01.238;HER.02.238;]aŕ;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del s. II a.C. a mediados del I a.C.
Ensérune;B.01.239;HER.02.239;]k̲i̱ŕi[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Mediados del s. II a.C. a mediados del I a.C.
Ensérune;B.01.240;HER.02.240;]śa[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Mediados del s. II a.C. a mediados del I a.C.
Ensérune;B.01.241;HER.02.241;atia[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;;Siglos II y I a.C.
Ensérune;B.01.242;HER.02.242;lebio;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;325-125 a.C.
Ensérune;B.01.243;HER.02.243;a) ueṛ́ilo b) ueŕilo;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;325-125 a.C.
Ensérune;B.01.244;HER.02.244;]ikalon[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;325-125 a.C.
Ensérune;B.01.245;HER.02.245;katu+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;;325-125 a.C.
Ensérune;B.01.246;HER.02.246;bela+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;325-125 a.C.
Ensérune;B.01.247;HER.02.247;]ok̲e̲;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;;INCISION;LEVANTINO;NO DUAL;CARECE;325-125 a.C.
Ensérune;B.01.248;HER.02.248;]kenḿị[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;325-125 a.C.
Ensérune;B.01.249;HER.02.249;]atiśakeḿi[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;
Ensérune;B.01.250;HER.02.250;]osadi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;325-125 a.C.
Ensérune;B.01.251;HER.02.251;]+l;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;;325-125 a.C.
Ensérune;B.01.252;HER.02.252;a) ko b) l+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;325-125 a.C.
Ensérune;B.01.253;HER.02.253;]+ntas[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;DOS PUNTOS;325-125 a.C.
Ensérune;B.01.254;HER.02.254;a) alosoṟ́dinarḿi b) adin[ c) l[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.255;HER.02.255;]kaiuḿi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.256;HER.02.256;śaṉuḵe̱;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.257;HER.02.257;śeŕtub̲a̲ŕeḿi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.258;HER.02.258;a) ]oŕ b) a̲ụŕ̲teḿbaŕ̲e̲[ c) ]ar̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.259;HER.02.259;]a:ue+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.260;HER.02.260;]iko;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.261;HER.02.261;kio+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.262;HER.02.262;ln;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.263;HER.02.263;]a̲ta;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.264;HER.02.264;]+oḅe;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.265;HER.02.265;baś;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.266;HER.02.266;]+ŕ[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.267;HER.02.267;]k̲i̱;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.268;HER.02.268;eśkinge;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.269;HER.02.269;ikoŕtibaś / ḿbaske;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.270;HER.02.270;iḇu̱śk̲e̱tina̲r̲;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.271;HER.02.271;iḇu̱śk̲e̱tina̲r̲;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.272;HER.02.272;kabiŕilo;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.273;HER.02.273;balḵa̱ḵe̱ṯu̱ṟ;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.274;HER.02.274;b̲i̲lostibaś:aḿi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;DOS PUNTOS;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.275;HER.02.275;-]tesuŕ;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.276;HER.02.276;ạḳo;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.277;HER.02.277;eś;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.278;HER.02.278;i̲ś;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.279;HER.02.279;kan̲;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.280;HER.02.280;kab̲a̲;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.281;HER.02.281;t̲i̲+;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.282;HER.02.282;eu[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.283;HER.02.283;ḿbaŕadin[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.284;HER.02.284;]ḿbe;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.285;HER.02.285;a) śan[--]k̲i̲ b) n[-]+;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.286;HER.02.286;śenikate[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.287;HER.02.287;uti[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.288;HER.02.288;]ịle̲;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.289;HER.02.289;]ịte;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.290;HER.02.290;]+i;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.291;HER.02.291;]nḿi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.292;HER.02.292;]nśarenḿi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.293;HER.02.293;]ịkiadinḿị;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.294;HER.02.294;]ila*iśarḿi;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.295;HER.02.295;]tal;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.296;HER.02.296;]ọn;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.297;HER.02.297;]t̲o̲uko · ++[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;Raya alta;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.299;HER.02.299;]+s;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.300;HER.02.300;]keu;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: Mediados del siglo III a.C. a cambio de Era.
Ensérune;B.01.301;HER.02.301;a) ]+b̲i̲a̲+ b) ]ś̲etu*+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: de mediados s. III a.C. hasta el cambio de Era.
Ensérune;B.01.302;HER.02.302;]ibeten̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: de mediados s. III a.C. hasta el cambio de Era.
Ensérune;B.01.303;HER.02.303;]iśnt̲i̲[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: de mediados s. III a.C. hasta el cambio de Era.
Ensérune;B.01.304;HER.02.304;]kie:n+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Incierta: de mediados s. III a.C. hasta el cambio de Era.
Ensérune;B.01.305;HER.02.305;]ụlti+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Incierta: de mediados s. III a.C. hasta el cambio de Era.
Ensérune;B.01.306;HER.02.306;n+abaeninbaḿe+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: de mediados s. III a.C. hasta el cambio de Era.
Ensérune;B.01.307;HER.02.307;a) ]t̲i̲ b) ]biŕ+[;Nissan-lez-Enserune;Hérault;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Incierta: de mediados s. III a.C. hasta el cambio de Era.
