yacimiento;refMLH;refHesperia;texto;municipio;provincia;material;soporte;direccion_escritura;tecnica;signario;sistema_dual;separadores;datacion
Campillo del Negro;G.;AB.05.01;biltiii;Pozo Cañada;Albacete;PIEDRA;estatua;DEXTROGIRA;INCISION;Meridional?;NO DUAL;CARECE;Siglos V - IV a.C.
Masico de Ponz;E.;TE.11.01;a;Alcañiz;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;desconocido
El Tiro de Cañón;E.;TE.11.30;a[;Alcañiz;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Tiro de Cañón;E.12;TE.11.09;ta;Alcañiz;Teruel;ALABASTRO;PESA DE TELAR;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Cabezo del Moro;E.12;TE.11.22;to;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Masico de Ponz;E.12;TE.11.03;]+ balti;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
El Tiro de Cañón;E.12.06SUP;TE.11.28;ban;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;;LEVANTINO;NO DUAL;CARECE;Comienzos s. I a.C.
Cabezo del Moro;E.12;TE.11.21;ton;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
La Caraza;E.12.07SUP;TE.11.20;eI lSΠIIIΙ;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
El Palao;E.12.08SUP;TE.11.17;]la;Alcañiz;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Masico de Ponz;E.12;TE.11.05;]l̲ti[;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. I a.C. - comienzos s. I d.C.
El Tiro de Cañón;E.12;TE.11.29;a) o b) ka c) kika;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Castillo de Buñol, Mas de las Matas;E.;TE.10.01;batu;Mas de las Matas;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Lécera;E.02.01;Z.15.01;aloŕ tikis;Lécera;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Insegura: siglos II - I a.C.
Lécera;E.02.02;Z.15.02;:eka:;Lécera;Zaragoza;CERAMICA;PESA DE TELAR;LEVOGIRA;IMPRESO;LEVANTINO;NO DUAL;TRES PUNTOS;153 a.C. (post quem) - siglo I a.C.
Azuara;E.03.01;Z.14.02;boka I I I I;Azuara;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Insegura: siglos II y I a.C.
El Castelillo;E.04.01;TE.06.01;]oŕtintuḿbarsar;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;NO DUAL;CARECE;Primera mitad s. II a.C.
El Castelillo;E.04.02;TE.06.02;]+ebantin:kelsekite:iusti[---]tir:bankite;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;NO DUAL;3 y 4 PUNTOS;Primera mitad s. II a.C.
El Castelillo;E.04.03;TE.06.03;kaikotekulsenkite:ś+[;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;NO DUAL;CINCO PUNTOS;Primera mitad s. II a.C.
El Castelillo;E.04.04;TE.06.04;tautinkonḿ[;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;NO DUAL;CARECE;Primera mitad s. II a.C.
El Castelillo;E.04.05;TE.06.05;lakueŕterḿi;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Primera mitad s. II a.C.
El Castelillo;E.04.06;TE.06.06;a) lakeitor b) ti c) ti d) lake[;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Primera mitad s. II a.C.
El Castelillo;E.04.07;TE.06.07;+lbi+[;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Primera mitad s. II a.C.
El Castelillo;E.04.08;TE.06.08;]ḿku[;Alloza;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Primera mitad s. II a.C.
El Palomar;E.05.01;TE.05.01;eikeboŕenḿiekuan;Oliete;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II - comienzos s. I a.C.
El Palomar;E.05.02;TE.05.02;il;Oliete;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II - comienzos s. I a.C.
El Palomar;E.05.05;TE.05.05;bim;Oliete;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Siglo II - comienzos s. I a.C.
El Palomar;E.05.04;TE.05.04;arbiśkaŕ+;Oliete;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II - comienzos s. I a.C.
Alto Chacón;E.06.01;TE.16.01;bil;Teruel;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Alto Chacón;E.06.03;TE.16.03;a) uŕkeatinḿ+balkar kikalka b) iltuneśkerkośkokaś+ iśaŕkatan;Teruel;Teruel;HUESO;INSTRUMENTO;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Insegura: siglos II - I a.C.
Iglesuela del Cid;E.08.01;TE.19.01;ikonḿkeiḿi iltubeleśeban;Iglesuela del Cid;Teruel;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Iglesuela del Cid;E.08.02;TE.19.02;]t̲a̲+++++ŕḿi;Iglesuela del Cid;Teruel;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Iglesuela del Cid;E.08.03;TE.19.03;]śḿi[;Iglesuela del Cid;Teruel;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Mas Carbó de Dalt;F. = E.09.01;CS.05.01;sakaŕbeta n.ḿi.;Benasal / Benassal;Castellón;PIEDRA;ESTELA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;UN PUNTO?;Rodríguez Ramos: 150-50 a.C.
Mas de Madalenes;E.10.01;TE.15.01;kalunseltar;Cretas;Teruel;PIEDRA;ESTELA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II - mediados s. I a.C.
San Antonio de Calaceite;E.11.01;TE.14.01;]ukunban;Calaceite;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Finales s. III - comienzos s. II a.C.
El Tiro de Cañón;E.12.01;TE.11.23;a) kakiba b) ta;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo I a.C.
Tiro de Cañón;E.12.02;TE.11.24;ur;Alcañiz;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Comienzos s. I a.C.
El Tiro de Cañón;E.12.03;TE.11.25;aiunin;Alcañiz;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Indeterminada.
El Tiro de Cañón;E.12.04;TE.11.26;śi;Alcañiz;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Indeterminada.
El Tiro de Cañón;E.12.05;TE.11.27;kiba;Alcañiz;Teruel;CERAMICA;FUSAYOLA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
El Acampador;E.13.01;Z.16.01;ośortaŕbaneṉ siltar.iaribeŕ ariŕebore ṯa̲r++ ]eṣ́ab̲e̱[;Caspe;Zaragoza;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Siglos II - I a.C.
El Acampador;E.13.02;Z.16.02;]tu[ ]ŕkebe[;Caspe;Zaragoza;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Desconocido;E.00.01SUP;SP.01.05;aŕketuŕki :;Desconocido;Desconocida;PLOMO;TESERA;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;DOS PUNTOS;Siglo II - mediados s. I a.C.
Mas de Moreno;E.16.01SUP;TE.09.01;baŕkeiar;Foz Calanda;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Mediados s. II - mediados s. I a.C.
La Guardia;E.17.01SUP;TE.08.01;niśtan;Alcorisa;Teruel;CERAMICA;PESA DE TELAR;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II - s. I a.C.
Tiro de Cañón;E.12;TE.11.15;(a) ban ka (b) ta;Alcañiz;Teruel;CERAMICA;RECIPIENTE;LEVOGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;I a.C.
El Tiro de Cañón;E.12;TE.11.16;ban;Alcañiz;Teruel;CERAMICA;FUSAYOLA;;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
El Rabosero;F.00.04SUP;V.22.01;]+ḇa̱nḇa̱lkesdeegiar+[;Torres-Torres;Valencia;HIERRO;ARMA;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Siglos IV - III a.C. F. Quesada (1997, 123), considera que no debe ser anterior al siglo III a.C.
Desconocido;F.00.02;SP.01.06;]tasb̲i̲n:[ ]tialṯu̱[;Desconocido;Desconocida;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 400-175 a.C.
Poneriol;F.01.01;CS.03.01;]ŕśtólká[;Cervera del Maestre / Cervera del Maestrat;Castellón;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: siglos V-II a.C.
Canet lo Roig;F.02.01;CS.01.01;--]kośoŕtin;Canet lo Roig;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 150 - 50 a.C.
Canet lo Roig;F.02.02;CS.01.02;taŕbanikoŕ ḿi;Canet lo Roig;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 200 - 50 a.C.
Canet lo Roig;F.02.03;CS.01.03;sosintakeŕ;Canet lo Roig;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 200 - 50 a.C.
Sant Mateu del Maestrat;F.02.04;CS.04.01;]+ekakeŕikoŕḿi[;San Mateo / Sant Mateu;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Corral del Royo;F.03.01;CS.08.01;nbataŕslakúśḿi;Alcalá de Chivert / Alcalà de Xivert;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Corral del Royo;F.03.02;CS.08.02;kúleś[;Alcalá de Chivert / Alcalà de Xivert;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Polpis;F.03.03;CS.08.03;balabekon++;Alcalá de Chivert / Alcalà de Xivert;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos. II - I a.C.
El Bordissal;F.05.01;CS.11.01;iltiŕbikis en:seltar ḿi;Cabanes;Castellón;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Rodríguez Ramos: siglos II - I a.C.
Pujol de Gasset;F.06.01;CS.14.01;ḿbaŕdiaikis:abaŕieikide:sinebetin:uŕkekeŕeŕe:auŕunibeikeai astebeikeaie:ekaŕiu:atuniu:boduei:baiteski:ekusu:sosinbiuŕu boŕbeŕoniu:gośoiu:baideski:beŕigaŕsense:ultitegeŕaigase: aŕgitiger:aigas:balkebiuŕaies:baitesbaniekaŕse:;Castellón;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;DUAL;TRES PUNTOS;Finales s. III - comienzos s. II a.C.
El Solaig;F.07.01;CS.18.01;A: iunstir:beleśaiŕ:kaŕkośkar:bastaibaitieba:balkélakośka:bitetui:bar+ iunstir:ekiartone:beleśtar:senḿrun:etesilir:iunstir:etetur[ B: śaner:buranalir:bitan:a+ vacat tauti+[ vacat biten[ (c) balkélakú;Bechí / Betxí;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;TRES PUNTOS;"Rodríguez Ramos: principios s. II a.C.; Fletcher y Mesado (1968, 30): ss. II-I a.C; Fletcher (1967, 7): s. II a.C."
Torre de Onda;F.08.01;CS.19.01;se;Burriana /Borriana;Castellón;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: ss. III - I a.C.
La Punta de Orleyl;F.09.03;CS.21.03;biuŕtikí:túskítar: a I o IIII:beleśb̲i̱ŕeto ŕosair:baitésir kaeśakíṃ[;Vall de Uxó / La Vall d'Uixó;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;TRES, CUATRO Y CINCO PUNTOS;Finales s. III a.C. - comienzos s. II a.C. Fletcher - Mesado (1968, 30): ss. II - I a.C.
La Punta de Orleyl;F.09.04;CS.21.04;A: kaka B: n ban;Vall de Uxó / La Vall d'Uixó;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
La Punta de Orleyl;F.09.05;CS.21.05;iŕe:bototaś:bitébakiŕśbane:baŕenḿliki:antinḿlitútúŕane:aŕikáŕ:sekén iusu:atilebeiu:lauŕiskéŕkáté:banḿliŕbaitúŕane:káisanḿliŕbaitúŕa:nei tailiniŕe:kútúr:bitéŕokététine:eŕatiaŕe:kókor:tauebartiaté:aŕikáŕbinḿlikise: iunstirlakú:bototaśeai:selkéaibartúneai:unibeikéai:aneŕai:unibeikéai:iu nstirlakú:uskéiké:bototiki:kéietisiaténse:uśtalariḻune:banḿ̲iŕeśu[- 5 lu:bitiŕokébeténse:uśkéane̲ŕlati;Vall de Uxó / La Vall d'Uixó;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;TRES PUNTOS;Siglo III a.C.
La Punta de Orleyl;F.09.06;CS.21.06;]stir:atúne[-]nisoŕbarai:oŕtita+ ]+iké:uskéiké:iustir:aneŕ:iustir: ]tir:bototaśeiké:uskéiké:iustiraŕeli ]++ne:śalir:oŕkéiabaŕa[--]i[ ]++[---]++[;Vall de Uxó / La Vall d'Uixó;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;TRES PUNTOS;Siglo III a.C.
La Punta de Orleyl;F.09.07;CS.21.07;A: ]+:iunstir:atúne:baŕbinkéai:uskéiké:iunsti[r-]+aŕ[--/]+ :bototaśeai:selkéaibartoneai:śanikéai:uskéiké:auŕuni [be]ikéai:aneŕai:śanibeiŕai:leitaśeai:bototaśté:bantakíkia ]ŕatité:isai:iltúrsaiŕsai:aŕikaŕbinisai:borarnḿl ]++[-]aŕebinise:kálaisebakáŕatúŕane:itaŕartétaŕa:aśti 5 ]ebakáŕatúŕane:iunsirḿi:beleśakineai:káŕestareai ]ton:bataŕatité:uskéikéai:siai:kéitiatélu:akíniŕté ]se:iakikinuŕe:basiaukékú:kúŕsiaukéku B: aŕine:itikéreutéti:belaiké:baseŕḿlbe+[ aŕeŕe:kútúboiké:basbitéŕokétine:iŕiká: iunstiriká:śelkiniustai:iunstir:baŕbin uskéikéai:iunstir:lakúnḿiltiŕte: atabeŕai:anḿbeŕai:uskéiké:iunstir;Vall de Uxó / La Vall d'Uixó;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;TRES PUNTOS;Siglo III a.C.
La Punta de Orleyl;F.09.08;CS.21.08;A: iskeniuska a II kebelsilun[--]eiku baitesi:abars+riu baŕstintike+iu sosinbelska:o III kebelsilunin B: boku;Vall de Uxó / La Vall d'Uixó;Castellón;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;TRES PUNTOS;Rodríguez Ramos: s. III a.C.
Torre del Mal Paso;F.10.01;CS.20.01;A: ]+eté :las+++asoŕtina[ B: ]a[;Castellnovo / Castellnou;Castellón;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;NO DUAL;DOS PUNTOS;Rodríguez Ramos: ss. IV-II a.C.
Sagunto;F.11.01;V.04.01;aŕe:take aiunibaiseaṯe̲ teban:a;Sagunto;Valencia;PIEDRA;ESTELA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;Un punto;Rodríguez Ramos (2004, 220): 200 - 50 a.C.
Sagunto;F.11.02;V.04.02;leiske+[ b̲a̲ḻkark̲i̲e̲b̲e̲[ banekis:iṟ́a̲[ ]+[;Sagunto;Valencia;PIEDRA;ESTELA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Comienzos del siglo II a.C.
Sagunto;F.11.03;V.04.03;balkeatin:isbeta ŕtiker:ebanen ṣ[---]+[--]ịḳea̱[;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;cruz;150 - 50 a.C.
Sagunto;F.11.04;V.04.04;:ianbin:[ bekon:e[;Sagunto;Valencia;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;Cuadrado;150 - 50 a.C.
Sagunto;F.11.05;V.04.05;]tiker:ebanen;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Rodríguez Ramos: 200 - 50 a.C.
Sagunto;F.11.06;V.04.06;aŕetake:sikeun̲ ineban:neŕ[ eiltun:+[;Sagunto;Valencia;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;200 - 50 a.C.
Sagunto;F.11.07;V.04.07;]i̱s̱eb̲e̲ḻ++[ intebele+;Sagunto;Valencia;PIEDRA;Pedestal;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 210 - 175 a.C.
Sagunto;F.11.09;V.04.09;]ḻako+[ ]+:[;Sagunto;Valencia;PIEDRA;PLACA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;UN PUNTO ?;Siglos II - I a.C.
Sagunto;F.11.10;V.04.10;olortikirsbe ŕian:ḿitikirs eni:eterintu;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;DOS PUNTOS;Rodríguez Ramos: 200-175 a.C.
Sagunto;F.11.11;V.04.11;neŕseatin balkeatin:e;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;cuadrado?;Siglos II - I a.C.
Sagunto;F.11.12;V.04.12;nersi̱atin balkeatintae;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Sagunto;F.11.13;V.04.13;"isbataŕis sere+e+ gt;IIIIeriri+";Sagunto;Valencia;PIEDRA;ESTELA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Sagunto;F.11.14;V.04.14;]ṉ:kate:tals̲k̲o̲[ ]+ś :arḿi talsko[ ]ḿisẹ[-]ir+[;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;Tres, dos o un punto;Siglos II - I a.C.
Sagunto;F.11.15;V.04.15;luin̲ balken+[ ]++[;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Sagunto;F.11.16;V.04.16;eiltul++;Sagunto;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
Sagunto;F.11.17;V.04.17;]k̲a̱rbaniś̱kéṟ;Sagunto;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;DUAL;CARECE;Siglos III - II a.C.
Sagunto;F.11.18;V.04.18;ebaiki;Sagunto;Valencia;CERAMICA;LADRILLO;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;No hay criterios claros para fechar esta inscripción.
Sagunto;F.11.19;V.04.19;kilo;Sagunto;Valencia;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Principios s. III - principios s. I a.C.
Sagunto;F.11.20;V.04.20;oŕ+;Sagunto;Valencia;CERAMICA;PESA DE TELAR;DEXTROGIRA;IMPRESO;LEVANTINO;NO DUAL;CARECE;Siglos II y I a.C.
Sagunto;F.11.21;V.04.21;k̲i̱e;Sagunto;Valencia;CERAMICA;ÁNFORA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Sagunto;F.11.22;V.04.22;la̱;Sagunto;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Sagunto;F.11.23;V.04.23;la;Sagunto;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 225 - 50 a.C.
Sagunto;F.11.24;V.04.24;uka;Sagunto;Valencia;CERAMICA;PESA DE TELAR;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Indeterminada.
Sagunto;F.11.25;V.04.25;a̱rsgoṟọi̲deniśuni̱ar;Sagunto;Valencia;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Rodríguez Ramos: 200 - 175 a.C.
Grau Vell;F.11.26;V.04.47;tebiḻ;Sagunto;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;DUAL;CARECE;Principios del s. IV a.C.
Montanya Frontera;F.11.28;V.04.49;iltúb̲o̲kontet̲u̱+(+)ạṛ;Sagunto;Valencia;PIEDRA;Pedestal;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 200 - 50 a.C.
Sagunto;F.11.29;V.04.27;eŕtoa[ kaukoŕ[;Sagunto;Valencia;BRONCE;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 200-50 a.C.
Montanya Frontera;F.11.30;V.04.50;A: [.]uŕbokon[---]+ B: :baisuka[-c.1 ó 2-]esite[---];Sagunto;Valencia;PIEDRA;Pedestal;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Rodríguez Ramos: 200 - 50 a.C.
Sagunto;F.11.31;V.04.28;A ]+a̲ś̱[---]bo++[ ]aise:tan̲ban[ ]ŕsie:botu[ ]ị:aiunin[ ]aneṟ́ B ]+[---]++[ ]n:borta ]ŕ:banete[;Sagunto;Valencia;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;"A: 3 puntos; B: 2 puntos";Siglo II - primera mitad s. I a.C.
Montanya Frontera;F.11.32;V.04.51;]ultibaiserték̲a̲ukoŕ[;Sagunto;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglo II a.C.
Montanya Frontera;F.11.33;V.04.52;uŕ[;Sagunto;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;CARECE;Siglos II - I a.C.
La Monravana;F.12.01;V.06.005;]es: i̱ṛ́b̲e̱tuśdi+[;Liria / Llíria;Valencia;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;LEVANTINO;DUAL;Seis puntos;Bonet (1995, 405): siglos III - II a.C. Rodríguez Ramos (2004, 218): 300 - 175 a.C.
¿El Tossal de Sant Miquel ?;F.13.01;V.06.006;--]+i b̲i̲ten ---]en ]+tiṭa -]ṟ́ek̲a̲taṟ́ti ṉḿu̱ŕ[--]t̲i̱ 5 ịkasunin k̲i̲ŕ:inabaŕ[- e̱śkertiban[- b̲i̱ŕetaunin bibakon:tiei+ 10 LII;Liria / Llíria;Valencia;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;LEVANTINO;NO DUAL;Un punto;150-50 a.C.
El Tossal de Sant Miquel;F.13.02;V.06.007;A: 1a gau(ŕ)ubastigi 1b gaike(irkaiska)rta(u)tinen(obadil) 2 otanar :eŕebauśidirteśierban(e)sidar 3 kaisurarbidan:sakari(s)keŕtaibadaŕadi 4 aite(rbaebaseŕ+er)ke+de+iba++til+ B: 1a abaŕśei:sorse:erdiketor:lâukerditor 1b iunstirabatekaitiukaite(ba)i(sḿ)iltiŕbitukaŕinar 2 uśdalaibi:etais :ekatir 3a abaŕdaŕike:iu[---] 3b iŕ(ba)ŕbegoekuadebagis 4 aba+(tu)+a+aku+ C: 1 ]rŕ:IIIIIIIIIIIIII:IIIIIII 2 ]++eba D: ]+aka :a IIIIII;Liria / Llíria;Valencia;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;LEVANTINO;DUAL;TRES PUNTOS;Siglo III a.C.
