yacimiento;refMLH;refHesperia;texto;municipio;provincia;material;soporte;direccion_escritura;tecnica;signario;sistema_dual;separadores;datacion
Cabezo de las Minas (Contrebia Belaisca);K.01.03;Z.09.03;"Título: 01. risatioka:lesteraia:tarakuai:nouiza:auzanto 02. eskeninum:taniokakue:soisum:̲ albana Columna I: I-1. skirtunos:tirtanikum:l(---) I-2. kontuzos:turos I-3. retukenos:statulu I-4. mezukenos:koitina I-5. tueizu:uiroku I-6. munika:̲ koitu:̲ koitina I-7. sekilos:toutinikum me+(---) I-8. ultia:uiriaskum:me̲l(---) I-9. sura:mat̲u̲lokum I-10. elkua:̲ raiokum I-11. buri̲a:batokum I-12. belsa̲:alasku[m]:mem(unos) I-13. elkua:ensikum:seko(---) I-14. sekontios:loukanikum:aiu(---) I-15. sura:uiriaskum:me̲l(---) I-16. stena:muturiskum:tirtu+(os) I-17. sleitiu:karunikum:le(tontunos?) I-18. retukenos:ensikum I-19. letontu:atokum I-20. bilinos:austikum I-21. belsu:uiriaskum I-22. sekonzos:uiriaskum:m̲e(---) I-23. burzu:teiuantikum I-24. b̲u̲libos:turumokum:ul(ta)tu(nos?) I-25. letontu:mailikum I-26. burzu:auikum I-27. melmanios:uiriaskum I-28. karbelos:turumokum:ulta(tunos) I-29. likinos:uerzaizokum:mem(unos) I-30. koitu:mailikum I-31. a̲k̲u̲ios:tetokum I-32. saluta:uizuskikum I-33. burzu:uiskikum:le(tontuno?)s I-34. ana:uerzaizokum:atu(---) I-35. sanion:baatokum (sic ?) I-36. niskek̲u̲e:babokum I-37.biurtilaur:alaskum I-38. bini I-39. r̲usku:uiriaskum:kentiskult;egt; I-40. or++bilos:likinoskue I-41. abo++kum I-42. ab̲u̲++akuiakue:araiokum I-43. al̲u:aiukue:araiokum I-44. kalos:tel̲kaskum I-45. elazuna:loukanikum I-46. mezukenos:loukanikum I-47. burzu:tirtobolokum I-48. sleitiu:makeskokum I-49. iunsti+[.]:uiriaskum I-50. tioken+s:uiriaskum I-51. uiroku:turumokum I-52. mizuku:retukenos:tirtanos I-53. munikakue:uiriaskum I-54. burzu:atokum I-55. aualos:kortikos I-56. amu:kankaikiskum I-57. kaiaitos (sic):litukue:abokum I-58. aba:muturiskum I-59. barnai:turumokum:tir(tuno?)s I-60. mezukenos:abokum:turo Columna II: II-1. sekanos k̲o̲l̲u̲kokum:lukinos II-2. tirtanos II-3. kentiskue:loukaniko uiriasku|m II-4. mezukenos:turanikum II-5. elu:uiriaskum:launiku[.?] II-6. likinos:uiskikum II-7. letontu:auaskum II-8. kasilos:a̲tokum II-9. usizu:abokum:titos II-10. burzu:kulukamikum II-11. akuia:sekiloskue:tirilokum II-12. mezukenos:akikum:memun̲(os) II-13. akuia:alaskum:memunos II-14. terkinos:austikum:eskutino II-15. koitina:abokum:useizunos II-16. tirtouios:turumokum II-17. elaukos:bentikum:rotenanko II-18. elkuanos:muturiskum II-19. terkinos:telazokum II-20. akuia:̲ statu:turaku:tueizunos |tetoku[m ?] II-21. mezukenos:elazunos II-22. tirtukue:ailokiskum II-23. sekilos:mailikum II-24. letontu:ustitokum II-25. turenta:kentiskue:ataiokum II-26. koitina:uerzaizokum:kalmiku|m II-27. elkuanos:kunikum II-28. launikue:uiriaskum II-29. koitu:uerzaizokum:aias II-30. snaziuen̲tos:ataiokum II-31. tais:uiriaskum II-32. basa̲ku:uiriaskum II-33. kalaitos II-34. koitinakue:uiriraskum (sic) II-35. likinos:ataiokum II-36. sa[-c.3 o 4-]i kaburikum:memun(os) II-37. k̲a̲res:+ruaku:korkos II-38. to[..]r+t̲e̲tokum:kekas:k̲o̲(---) II-39. a̲ur̲eiak̲u̲ II-40. tuate+eskue:uiriaskum II-41. burzu:b̲a̲b̲o̲uikum II-42. koitu:kui̲nikum:tirtunos II-43. [-c. 5-]:loukanikum:tirtunos II-44. toloku:kalisokum:atinos II-45. tarkun̲biur II-46. b̲i̲balos:atokum:tirtano II-47. sikeia:beteriskum II-48. sekontios:turumokum:ultatun(os) II-49. tekos:konikum II-50. bartiltun:ekarbilos II-51. munika elkuakue:koitinas II-52. terkinos:toutinikum:leton(tunos) II-53. katunos:burikounikum II-54. elazuna:ukulikum II-55. keka:kabelaikiskum II-56. munika:tolisokum:tirtun(os) II-57. elazuna:ensikum:turo II-58. sekonzos:bentikum II-59. tok̲i̲osar:ensikum II-60. akuia:abokum:letontunos̲ Columna III: III-1. testios:turumokum III-2. elku:suolakue III-3. tirtanikum:uiriaskum:mel(---) III-4. kinbiria:kentiskue:turikum III-5. toloku:koitinakue:austuni̲kum III-6. stenu:bentilikum III-7. burzu:bentilikum:ultatunos III-8. koloutios:biniskum III-9 . antiokos:uiriaskum:melm(---) III-10. elazunos:kaburikum III-11. arkanta:mezukenoskue:abokum III-12. arkanta:loukanikum III-13. stena:ensikum:skirtunos III-14. burzu:betaskum III-15. koitu:samikum:melmanzo III-16. sekontios:ubokum III-17. barnai:ensikum:skirtunos III-18. tetu:loukanikum III-19. stena:uiriaskum III-20. toloku:uiriaskum III-21. arkanta:teiuantikum:tirtunos III-22. mizuku:tirtobolokum III-23. retukeno:elkueikikum III-24. kentisum:tuat̲e̲roskue III-25. abal̲iu beri̲kakue:suaikinokum III-26. uiroku:konikum:statulos III-27. aunia:beskokum III-28. bilonikos:elokum:e̲lkinos III-29. mezukenos:tirtobolokum III-30. akuios:alikum III-31. tiriu:uiriaskum III-32. turtunaśkue:kazarokum III-33. sleitiu:totinikum (sic) III-34. munika ensikum:skirtunos III-35. sekontios:uiriaskum III-36. sura:suaikinokum III-37. koitina:suoli+kum III-38. bilir+turtuntakue:telkaskum III-39. elu karbil̲ikum III-40. terkinos:atokum:launikue III-41. mizuku:telkaskum III-42. melmantama:bentilikum III-43. markos:kalisokum III-44. arkanta:toutinikum III-45. tolokunos:ke(---):kalisokum III-46. sura:ensikum:melman b̲i̲(---) (?) III-47. usama:abaloskue:karuni̲kum III-48. elazuna:balaisokum III-49. likinos:turumokum:ti(---) III-50. tueizunos:binis+k̲u̲m̲ III-51. bilonikos:ensikum III-52. ebursunos:mailikin̲okum̲ III-53. arkanta ailokiskum III-54. suros:alikum III-55. ul̲tinos:amakue uiriaskum III-56. babos:kentiskue:uiriaskum III-57. turaios:litanokum:kurmilokum̲ III-58. launikue:uiriaskum III-59. kari:uiriaskum III-60. kuintitaku:mailik̲i̲n̲o̲kum Columna IV: IV-1. kainu:tirtobolokum IV-2. stenion+:turik̲a̲inos IV-3. bolo̲ra:kentiskue:melmanzos IV-4. tiokenesos:uiriaskum IV-5. kalaitos:mturiskum (sic) IV-6. burzu:karunikum IV-7. burzu:abilikum:elazuno IV-8. litu:makeskokum IV-9. mezukenos:kalisokum IV-10. koitina:tirikantanko IV-11. esueiku:ateskum IV-12. kalaitos:kustikum IV-13. antiokos:kustikum IV-14. kabutu:abokum IV-15. an̲u:uiriaskum IV-16. kalaitos:muturiskum IV-17. akuia:albinokum IV-18. balakos:sekonzos IV-19. kara:kalatokum IV-20. arkanta:mailikum IV-21. elazunos:al̲b̲i̲nokum IV-22. bubilibor:uiriaskum IV-23. usizu:uiriaskum IV-24. retukenos:telkaskum IV-25. +r̲i̲ a:b̲e̲l̲su IV-26. tol̲oku:kurmi+i̲okum IV-27. a̲n̲i̲eskor:talukokum IV-28. s+[-c. 3 o 4-] al̲ikum IV-29. elkueiz:akikum IV-30. raieni:uizuskikum IV-31. urkala:austunikum IV-32. tama:ataiokum IV-33. retukenos:kustikum IV-34. bilosban:betikum IV-35. koitina:kankaikiskum IV-36. likinos:̲ kuezontikum IV-37. munika:uerzaizokum IV-38. terkinos:turanikum IV-39. teuzesi:kustikum IV-40. kaukirino";Botorrita;Zaragoza;BRONCE;LAMINA/PLANCHA;DEXTROGIRA;PUNTILLADO;CELTIBERICO E.;NO DUAL;DOS PUNTOS;Antes de c. 70 a.C.
Cabezo de las Minas (Contrebia Belaisca);K.01.04;Z.09.04;[---]ruakelauniku+[---];Botorrita;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Antes de c. 70 a.C.
Cabezo de las Minas (Contrebia Belaisca);K.01.05;Z.09.05;ezaz̲unos̲ zob̲e̲k̲u̲es tasikum;Botorrita;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Antes de c. 70 a.C.
Cabezo de las Minas (Contrebia Belaisca);K.01.22;Z.09.22;e̲bura̲z;Botorrita;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO;NO DUAL;CARECE;Antes del -30.
Cabezo de Cantalobos;K.02.01;TE.07.01;[---]̱e̱tukenosauza̲[---];Albalate del Arzobispo;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Peñalba de Villastar;K.03.03;TE.17.03;ENIOROŚ+I VTA:TIG̲INO:T+ATVMEI T̲R̲ECAIAŚ:TO:+VGVEI 3 ARAIANOM:CO̲MEIMV ENIOROŚEI:EQVEISVIQVE OGRIS:OLOCAS:TOGIAS:SISTAT:LVGVEI:TIATO 6 T̲++TA̲S;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;un punto;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.04;TE.17.04;CALAITOS̲;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.05;TE.17.05;CALAITOS;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.06;TE.17.06;CALAITOS;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.07;TE.17.07;VERAMOS +D̲NOVM;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;espacio;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.08;TE.17.08;TVRROS;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.09;TE.17.09;TVROS;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.11;TE.17.11;VEL̲SAM TIC̲I̲NO VERAMOM TVROSO̱ILOBOS̱[---];Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;espacio;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.13b;TE.17.13b;GVANDOS;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.14;TE.17.14;TVRROS CAROQ(VM) +++ŚO G(ENTIS);Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;espacios;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.16;TE.17.16;OBIOS;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.17;TE.17.17;TVRROS CAROR̲VM COTIRIQVM̲;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;espacio;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.18;TE.17.18;TVROS CARORVM̲:VIROS:VERAMOS;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;un punto;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.19;TE.17.19;GVANDOS COTIRIQVM;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;espacio;Cambio de era (s. I a.C./ I d.C.)
Peñalba de Villastar;K.03.21;TE.17.21;++LLOS CALOQ;Villastar;Teruel;PIEDRA;PARIETAL/RUPESTRE;DEXTROGIRA;INCISION;LATINO;NO APLICA;espacio;Cambio de era (s. I a.C./ I d.C.)
Castro de El Castillo;K.04.01;GU.06.01;karbizka;El Pedregal;Guadalajara;PIEDRA;estela;DEXTROGIRA;INCISION;CELTIBERICO;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
La Caridad;K.05.01;TE.04.01;beskuauzuetigutas;Caminreal;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO;DUAL;CARECE;Desde las últimas décadas del siglo - II a una fecha entre los años -75/-72.
La Caridad;K.05.02;TE.04.02;(a) kambarokum (b) bak̲a̲ (c) kai̲ (d) l̲ (e) l̲;Caminreal;Teruel;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Desde las últimas décadas del siglo - II a una fecha entre los años -75/-72.
Luzaga;K.06.01;GU.01.01;aregoratikubos:karuo:genei gortika:lutiakei:augis:barazioka erna:uela:tig̱e̲rzetaz:so 3 ueizui:belaiokumkue genis:garig̲o̲kue:genis sdam:gortikam:elazunom 6 karuo:tegez:sa gortika teiuoreigis;Luzaga;Guadalajara;BRONCE;LAMINA/PLANCHA;DEXTROGIRA;PUNTILLADO;CELTIBERICO W.;DUAL;un punto o dos;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Cerro Villar (Arcobriga);K.07.01;Z.04.01;A: susatikalim B: uta as;Monreal de Ariza;Zaragoza;CERAMICA;fusayola;ESPIRAL;INCISION;CELTIBERICO W.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Cerro Villar (Arcobriga);K.07.02;Z.04.02;uedidanaka:kar;Monreal de Ariza;Zaragoza;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO W.;DUAL;TRES PUNTOS;Segunda mitad del s. II a.C. o primer tercio del s. I a.C.
Cerro Villar (Arcobriga);K.07.03;Z.04.03;+KA+A̲RCOBRIG(---) GO+++++++C̲IDOSO;Monreal de Ariza;Zaragoza;latón;TESERA;DEXTROGIRA;PUNTILLADO;LATINO;NO APLICA;DOS PUNTOS;Del siglo -I hasta el siglo I.
Torrellas;K.08.01;Z.01.01;mata:abiliko man:ke:saulein+ kum:n[-c.2-]+s+[-c.3-];Tarazona;Zaragoza;PIEDRA;estela;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;un punto o dos;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Numancia;K.09.01;SO.01.01;muko:kaiko;Garray;Soria;BRONCE;LAMINA/PLANCHA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;TRES PUNTOS;Entre el -225 y la caída de Numancia en el -133.
Numancia;K.09.02;SO.01.02;luanikoo:koorinau;Garray;Soria;CERAMICA;RECIPIENTE;DEXTROGIRA;PINTADO;CELTIBERICO W.;NO DUAL;cuatro puntos;"Wattenberg (1963, 208) la data entre el -75 y el -29; Arlegui (1992b, 476-477) a principios del I."
Numancia;K.09.03;SO.01.03;nou̲ant̲i̲kum;Garray;Soria;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;CARECE;S. - I o comienzos del I.
Numancia;K.09.04;SO.01.04;elatunako;Garray;Soria;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;CARECE;Ss. -II / -I.
Numancia;K.09.05;SO.01.05;arebal̲k̲e̲iko+[---] n̲++[---];Garray;Soria;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO W. ?;NO DUAL;CARECE;Ss. -II / -I.
Numancia;K.09.06;SO.01.06;mautiko[---];Garray;Soria;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO;NO DUAL;CARECE;Ss. -II / -I.
Trébago;K.10.01;SO.02.01;[------] m̲atiku[---] ri[---];Trébago;Soria;PIEDRA;LAPIDA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Tiermes;K.11.01;SO.05.01;STENIONTE:DOCILICO AN(---):GENTE:MONIMAM;Montejo de Tiermes;Soria;PLATA;Recipiente de lujo;DEXTROGIRA;INCISION;LATINO;NO APLICA;un punto;Segunda mitad del siglo I a.C. y primera mitad del I d.C.
Tiermes;K.11.02;SO.05.02;COVGIO:VISCI- CO:MONIMAM;Montejo de Tiermes;Soria;PLATA;recipiente de lujo;DEXTROGIRA;INCISION;LATINO;NO APLICA;un punto;Segunda mitad del siglo I a.C. y primera mitad del I d.C.
Cuesta del Moro;K.12.01;SO.04.01;retugeno:el̲+t̲o̱ +b̲u̲ldis;Langa de Duero;Soria;PIEDRA;estela;DEXTROGIRA;INCISION;CELTIBERICO W.;DUAL;TRES PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Clunia;K.13.01;BU.06.01;kaabaarinos;Peñalba de Castro;Burgos;PIEDRA;estela;DEXTROGIRA;INCISION;CELTIBERICO W.;DUAL;CARECE;Mediados s. - I
Clunia;K.13.02;BU.06.02;muguukaaiau;Peñalba de Castro;Burgos;PIEDRA;estela;DEXTROGIRA;INCISION;CELTIBERICO W.;DUAL;CARECE;Siglo - I, incluyendo el cambio de era.
Clunia;K.13.03;BU.06.03;[---]+ro:+[---];Peñalba de Castro;Burgos;PIEDRA;estela;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;TRES PUNTOS;S. -I
Sasamón;K.14.01;BU.01.01;A: guirorekiios monituukoos:nemaios B: aletuures;Sasamón;Burgos;BRONCE;TESERA;ESPIRAL;INCISION;CELTIBERICO W.;DUAL;"A: tres puntos; B: espacio";Siglo - I, incluyendo el cambio de era.
Desconocido (villa romana);K.;CU.02.01SUSPECTA;segobirig̲e̲a;Torrejoncillo del Rey;Cuenca;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO;DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era. Los editores proponen una datación de finales del s. - II, o, con más probabilidad, primera mitad del siglo - I.
;K.;NA.08.02;uaraka kortika;Cascante;Navarra;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO;NO DUAL;CARECE;Los editores proponen que esta tésera se enmarque cronológicamente c. -76, en el itinerario de Sertorio por la zona.
Sasamón;K.14.02;BU.01.02;TRIDONIECV:CAISA- CA DESSVAEONA NEMAIOSO;Sasamón;Burgos;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;LATINO;NO APLICA;un punto y espacio;Del siglo -I hasta el siglo I.
Páramo Ciudad;K.15.01;P.02.01;CAISAROS CECCIQ(VM) K(A)R ARGAILO;Paredes de Nava;Palencia;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;LATINO;NO APLICA;CARECE;Del siglo -I hasta el siglo I.
Puig des Molins;K.16.01;IB.01.01;tirtanos abulokum letontun- os ḵe̱(ntis) b̲e̲li- kios;Ibiza;Islas Baleares;PIEDRA;estela;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Finales del -II, posterior al año -121.
La Custodia;K.18.01;NA.01.01;b̲e̲rkuakum:sakas;Viana;Navarra;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO E.;NO DUAL;TRES PUNTOS;Desde mediados del siglo II hasta el 76 a. e. Esta horquilla temporal comienza en el momento de la reubicación de la población indígena desde el cerro de Monte Cantabria, por imposición romana, tras la primera guerra celtibérica. El final del lapso temporal viene marcado por la violenta destrucción de la ciudad por parte de Sertorio en el 76 a.e.
La Custodia;K.18.02;NA.01.02;[---]+iko:loukio:kete[---] [---]ko;Viana;Navarra;BRONCE;TESERA;ESPIRAL;INCISION;CELTIBERICO;NO DUAL;DOS PUNTOS;Desde mediados del siglo II hasta el 76 a. e. Esta horquilla temporal comienza en el momento de la reubicación de la población indígena desde el cerro de Monte Cantabria, por imposición romana, tras la primera guerra celtibérica. El final del lapso temporal viene marcado por la violenta destrucción de la ciudad por parte de Sertorio en el 76 a.e.
La Custodia;K.18.03;NA.01.03;A: +b̲o̲ka+i++:uenia[-c.2-] B: it̲e̲ulases:buntunes;Viana;Navarra;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;tres puntos;Desde mediados del siglo II hasta el 76 a. e. Esta horquilla temporal comienza en el momento de la reubicación de la población indígena desde el cerro de Monte Cantabria, por imposición romana, tras la primera guerra celtibérica. El final del lapso temporal viene marcado por la violenta destrucción de la ciudad por parte de Sertorio en el 76 a.e.
La Custodia;K.18.04;NA.01.04;s̲a̲karok̲a̲s;Viana;Navarra;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO;NO DUAL;CARECE;Desde mediados del siglo II hasta el 76 a. e. Esta horquilla temporal comienza en el momento de la reubicación de la población indígena desde el cerro de Monte Cantabria, por imposición romana, tras la primera guerra celtibérica. El final del lapso temporal viene marcado por la violenta destrucción de la ciudad por parte de Sertorio en el 76 a.e.
Piquete de la Atalaya;K.21.01;Z.14.01;memo:bel;Azuara;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;IMPRESO;CELTIBERICO E.;NO DUAL;dos triángulos;Primer tercio del s. I a. C.
Uxama Argaela;K.23.02;SO.06.02;taruodure+ka:dureita esa̲inis:gortika usama:andos saikios:baisais kaldaikikos;El Burgo de Osma;Soria;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO W.;DUAL;DOS PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
La Mesa;K.24.01;BU.03.01;s̱e+eios:saileṯi̱ikoo:meḏa̱a̱ma;Belorado;Burgos;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO E.;DUAL;cuatro y cinco puntos;Siglo - I, incluyendo el cambio de era.
Pallantia;K.25.01;P.03.01;uirouiaka:kar;Palenzuela;Palencia;BRONCE;TESERA;LEVOGIRA;INCISION;CELTIBERICO;NO DUAL;DOS PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Iuliobriga, Retortillo;K.26.01;S.01.01;[-----] LICVM̲:MI(---) G(---) MONIM- AM;Campoo de Enmedio;Cantabria;PIEDRA;estela;DEXTROGIRA;INCISION;LATINO;NO APLICA;un punto (Simón Cornago);Iglesias y Ruiz 1998, 74-75, tomando como fecha post quem el -16 sitúan la inscripción entre esa fecha y el 200. Quizá sea recomendable rebajar esta última por motivos lingüísticos, pues se hace difícil pensar, de momento, en la pervivencia de la lengua celtibérica en el s. II, según indica Simón.
Castro del Monte Cildá (Vellica);K.27.01;P.01.01;TVRIASICA : CAR;Olleros de Pisuerga;Palencia;BRONCE;TESERA;DEXTROGIRA;INCISION;LATINO;NO APLICA;un punto;Segunda mitad del s. I a. C.
Cabezo de las Minas (Contrebia Belaisca);K.;Z.09.24;Cara A: [---]tam:tirikantam:entorkue:toutam[---] [---]:sua komb̲a̲l[.]z̲:bouitos:ozeum:+[---] [---]i:turuntas:tirikantos:kustai:bize+[---] [---]a:karalom:aranti:̲ otenei:amb̲i̲++[--- [---]kom:atibioṉ:taskue+[-c.3-]a̱[+]s̱[̱---]. 5 [---]kue:u̱simouṉei:[---] [---]k̲a̲ra̲l̲o̲m:ios:lu[.]e[.]s[---] [---] [-c.2-]oi+u[..]ti:esta[..]+[---] [---]uta:+[-c.4-][.]kue[---] [---]ti[-c.2-]n[.]e̱[---] 10 Cara B: [---]e[-c.2-]i[---] [---]atuz:uta :e[---] [---]i̱sum:[-c.3-]ti:+[---] [---]++++olo+++:iom:u[---] [---]+[-c.3-]t̲o̲k̲e̲+++ta:+ue:tizatuz[---] 5 [---] [-c.2-]l[-c.3-]lez+ḻ+ṯo̱ioaṉ[---] [---][-c.2-]toru̱oṉti:stoteroi:tas++[---] [---] ko [-c.4-]esu̱simo++o̱+[-c.3-] [---];Botorrita;Zaragoza;BRONCE;LAMINA/PLANCHA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;DOS PUNTOS;Antes de c. 70 a.C.
Desconocido;K.;SP.02.15SUSPECTA;katea;Desconocido (v. contexto arqueológico);Desconocida;PLATA;¿?;DEXTROGIRA;INCISION;CELTIBERICO;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.25SUSPECTA;uentioko:slaniaz;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;DOS PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K;SP.02.36FALSA;nu boṯa̱ sbarnizo:e̱ kum:aualo 3 konku+̱+̱ [ḵu̱+++];Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO APLICA;DOS PUNTOS;S. II-I a.C. (150-50 a.C.)
Desconocido;K.;SP.02.21SUSPECTA;kaderaikina:kar;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO W.;DUAL;DOS PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.22;DVREITA: TARVODVRE|SCA LIGORIQ(VM):;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;LATINO;NO APLICA;un punto;Del siglo -I hasta el siglo I.
Desconocido;K.;SP.02.13SUSPECTA;tentiu:kotinkai:el+++n̲:̲ ti++ti;Desconocido;Desconocida;BRONCE;Recipiente?;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;dos y tres puntos;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;CR.00.01SUSPECTA;kaba+++[---];Puertollano?;Ciudad Real;PLOMO;vid. TIPO;DEXTROGIRA;IMPRESO;CELTIBERICO E.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.19;k̲a̱ḏe̱iko:kamaikuno:g̱e̲(nteis?) a̲r̲gailika :kar;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO W.;DUAL;DOS PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.14SUSPECTA;tur̲ia̲z- nka kortika;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO E.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.18SUSPECTA;elia:kar:kar̲t̲i̲like;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;TRES PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
